item_id,category,unit_price,handling_cost_per_unit,holding_cost_per_unit_day,item_popularity_score
ITM12063,Apparel,154.57,3.76,1.96,0.96
ITM12064,Electronics,140.54,3.52,0.63,0.65
ITM12065,Pharma,89.03,2.16,0.22,0.19
ITM12066,Electronics,64.6,2.35,1.08,0.87
ITM12067,Pharma,112.65,4.63,0.91,0.57
ITM12068,Pharma,178.23,0.56,0.96,0.79
ITM12069,Groceries,176.58,3.03,1.28,0.21
ITM12070,Automotive,94.65,4.66,1.27,0.92
ITM12071,Pharma,56.78,4.61,0.85,0.63
ITM12072,Groceries,52.82,3.13,1.74,0.76
ITM12073,Automotive,16.46,2.22,1.34,0.13
ITM12074,Pharma,170.11,0.95,1.79,0.38
ITM12075,Pharma,60.32,1.28,1.83,0.34
ITM12076,Electronics,78.21,3.56,0.42,0.95
ITM12077,Electronics,163.75,0.57,1.39,0.27
ITM12078,Automotive,32.8,4.48,0.7,0.74
ITM12079,Pharma,97.63,3.15,1.69,0.14
ITM12080,Apparel,33.24,0.7,1.49,0.28
ITM12081,Electronics,93.95,1.58,0.48,0.4
ITM12082,Automotive,18.96,3.17,1.88,0.82
ITM12083,Pharma,108.35,0.66,1.4,0.81
ITM12084,Pharma,161.18,4.01,1.9,0.96
ITM12085,Apparel,138.5,4.64,0.48,0.93
ITM12086,Automotive,106.74,4.83,1.75,0.17
ITM12087,Pharma,167.46,3.8,1.37,0.85
ITM12088,Electronics,53.28,4.36,1.15,0.51
ITM12089,Apparel,167.85,3.25,1.66,0.88
ITM12090,Automotive,62.51,2.56,1.3,0.18
ITM12091,Apparel,78.87,3.71,1.37,0.84
ITM12092,Electronics,34.4,1.51,0.58,0.24
ITM12093,Automotive,29.33,0.99,1.65,0.4
ITM12094,Apparel,187.1,3.93,1.34,0.13
ITM12095,Groceries,46.1,4.81,1.7,0.21
ITM12096,Electronics,73.33,3.1,0.77,0.5
ITM12097,Electronics,110.54,2.67,0.73,0.84
ITM12098,Electronics,76.09,2.9,0.15,0.8
ITM12099,Groceries,175.33,2.65,1.56,0.31
ITM12100,Groceries,181.14,2.49,0.73,0.24
ITM12101,Pharma,71.94,4.76,0.72,0.45
ITM12102,Apparel,27.49,2.66,1.41,0.89
ITM12103,Pharma,49.93,0.86,0.58,0.18
ITM12104,Apparel,100.13,3.94,1.83,0.59
ITM12105,Groceries,64.81,2.26,1.12,0.18
ITM12106,Groceries,96.16,3.7,1.94,0.52
ITM12107,Pharma,154.15,3.11,0.25,0.21
ITM12108,Automotive,89.92,3.71,0.74,0.17
ITM12109,Pharma,47.43,0.78,0.82,0.27
ITM12110,Apparel,78.01,0.65,1.49,0.33
ITM12111,Pharma,151.17,2.2,0.5,0.35
ITM12112,Electronics,90.57,3.62,0.81,0.68
ITM12113,Apparel,57.41,1.51,1.83,0.15
ITM12114,Apparel,91.21,2.45,0.32,0.17
ITM12115,Automotive,96.41,4.91,1.52,0.27
ITM12116,Groceries,66.31,1.47,1.43,0.88
ITM12117,Apparel,199.18,4.32,0.35,0.67
ITM12118,Groceries,155.85,4.21,1.41,0.76
ITM12119,Pharma,141.57,4.51,1.18,0.43
ITM12120,Electronics,172.42,4.62,0.65,0.29
ITM12121,Automotive,136.62,2.78,0.69,0.13
ITM12122,Groceries,160.29,3.57,1.68,0.54
ITM12123,Apparel,88.38,3.29,0.54,0.62
ITM12124,Groceries,105.07,1.89,1.07,0.91
ITM12125,Apparel,18.93,1.76,1.39,0.89
ITM12126,Groceries,63.32,2.04,0.35,0.48
ITM12127,Apparel,79.92,1.48,1.87,0.48
ITM12128,Pharma,128.84,3.91,0.6,0.25
ITM12129,Apparel,98.2,4.84,0.71,0.33
ITM12130,Apparel,125.49,4.4,1.37,0.93
ITM12131,Electronics,145.53,1.48,0.25,0.23
ITM12132,Apparel,18.12,0.73,1.29,0.97
ITM12133,Electronics,59.07,3.91,1.84,0.55
ITM12134,Automotive,42.47,2.26,0.57,0.51
ITM12135,Electronics,45.62,4.21,0.79,0.26
ITM12136,Pharma,105.59,4.01,0.54,0.7
ITM12137,Electronics,150.6,3.31,1.66,0.51
ITM12138,Automotive,61.83,1.65,0.42,0.43
ITM12139,Pharma,166.65,0.97,0.76,0.34
ITM12140,Groceries,179.57,1.64,1.24,0.16
ITM12141,Groceries,76.6,2.79,0.87,0.57
ITM12142,Electronics,139.46,4.91,0.22,0.38
ITM12143,Electronics,32.24,0.79,1.9,0.74
ITM12144,Automotive,151.37,1.4,0.74,0.75
ITM12145,Automotive,41.35,3.32,0.95,0.4
ITM12146,Apparel,140.61,1.87,0.42,0.7
ITM12147,Automotive,90.16,4.36,1.74,0.33
ITM12148,Apparel,186.41,1.13,0.65,0.75
ITM12149,Pharma,98.25,4.83,0.14,0.11
ITM12150,Electronics,15.87,4.61,0.7,0.24
ITM12151,Pharma,101.33,4.49,1.97,0.32
ITM12152,Automotive,161.14,1.28,0.38,0.8
ITM12153,Pharma,132.95,1.98,0.16,0.16
ITM12154,Pharma,193.6,4.12,1.2,0.27
ITM12155,Pharma,170.22,4.14,0.81,0.42
ITM12156,Automotive,110.04,3.67,1.61,0.11
ITM12157,Pharma,49.24,2.52,1.49,0.79
ITM12158,Apparel,10.72,1.9,0.45,0.6
ITM12159,Automotive,196.3,4.83,1.17,0.91
ITM12160,Pharma,188.28,1.13,0.16,0.13
ITM12161,Automotive,62.09,0.7,0.94,0.34
ITM12162,Groceries,131.26,0.54,1.46,0.76
ITM12163,Apparel,148.56,3.99,0.89,0.71
ITM12164,Pharma,119.82,0.76,0.32,0.32
ITM12165,Groceries,170.16,2.92,0.22,0.64
ITM12166,Groceries,24.79,2.15,1.72,0.81
ITM12167,Automotive,180.33,1.16,1.79,0.13
ITM12168,Groceries,84.48,3.83,0.75,0.75
ITM12169,Apparel,101.33,0.75,0.41,0.33
ITM12170,Apparel,94.5,1.93,1.96,0.95
ITM12171,Electronics,110.94,3.03,1.14,0.58
ITM12172,Apparel,123.65,2.31,1.01,0.13
ITM12173,Groceries,144.97,1.67,1.51,0.46
ITM12174,Apparel,109.74,4.67,0.42,0.97
ITM12175,Automotive,140.11,4.69,1.2,0.76
ITM12176,Electronics,74.28,2.37,1.79,0.37
ITM12177,Groceries,187.97,2.27,0.14,0.62
ITM12178,Electronics,22.26,1.88,1.38,0.64
ITM12179,Groceries,113.65,4.35,1.15,0.12
ITM12180,Automotive,26.61,3.06,1.91,0.26
ITM12181,Electronics,94.13,0.9,0.59,0.6
ITM12182,Pharma,58.94,4.34,1.73,0.46
ITM12183,Groceries,188.01,2.91,0.69,0.27
ITM12184,Pharma,12.48,2.37,0.92,0.8
ITM12185,Electronics,84.33,2.02,0.51,0.54
ITM12186,Pharma,158.59,0.95,1.74,0.38
ITM12187,Pharma,45.81,4.81,0.47,0.25
ITM12188,Electronics,164.96,3.84,1.73,0.65
ITM12189,Automotive,173.35,1.09,0.97,0.7
ITM12190,Pharma,144.52,2.8,1.69,0.7
ITM12191,Pharma,49.72,3.0,0.6,0.3
ITM12192,Automotive,61.69,1.26,0.35,0.64
ITM12193,Pharma,41.72,2.42,1.15,0.91
ITM12194,Pharma,44.97,3.41,1.07,0.42
ITM12195,Pharma,16.93,1.78,0.78,0.29
ITM12196,Apparel,172.89,1.99,1.36,0.79
ITM12197,Automotive,110.42,1.05,0.28,0.26
ITM12198,Pharma,72.27,2.36,1.28,0.33
ITM12199,Automotive,65.02,3.13,0.5,0.19
ITM12200,Groceries,113.49,1.02,0.35,0.34
ITM12201,Groceries,72.07,3.27,1.83,0.47
ITM12202,Pharma,174.11,2.29,0.97,0.16
ITM12203,Automotive,50.08,3.55,1.55,0.88
ITM12204,Automotive,177.64,1.92,0.27,0.56
ITM12205,Automotive,136.18,3.06,0.21,0.63
ITM12206,Apparel,191.76,3.26,1.04,0.43
ITM12207,Groceries,12.87,3.61,0.7,0.7
ITM12208,Automotive,21.23,3.91,0.11,0.49
ITM12209,Automotive,105.17,1.11,0.45,0.79
ITM12210,Apparel,183.35,4.84,0.52,0.84
ITM12211,Apparel,148.85,4.3,0.65,0.7
ITM12212,Automotive,128.21,3.03,1.77,0.54
ITM12213,Electronics,16.0,4.51,0.9,0.8
ITM12214,Automotive,77.29,2.22,1.39,0.54
ITM12215,Automotive,75.71,0.65,0.13,0.2
ITM12216,Apparel,113.0,3.77,1.65,0.2
ITM12217,Apparel,58.99,4.75,0.56,0.95
ITM12218,Automotive,60.76,1.23,0.69,0.29
ITM12219,Automotive,127.96,3.4,0.19,0.83
ITM12220,Automotive,189.47,4.16,0.88,0.32
ITM12221,Apparel,135.43,4.57,1.72,0.49
ITM12222,Automotive,136.94,1.74,0.82,0.69
ITM12223,Automotive,197.38,1.08,1.83,0.24
ITM12224,Pharma,39.16,1.62,1.75,0.76
ITM12225,Electronics,16.43,3.1,0.22,0.72
ITM12226,Groceries,151.65,4.63,0.68,0.59
ITM12227,Electronics,93.37,3.12,1.83,0.61
ITM12228,Pharma,91.48,4.64,0.16,0.2
ITM12229,Groceries,52.81,3.97,1.56,0.49
ITM12230,Automotive,106.3,3.19,1.82,0.18
ITM12231,Pharma,94.01,0.6,1.56,0.38
ITM12232,Automotive,75.64,2.0,1.51,0.91
ITM12233,Apparel,94.12,0.76,1.7,0.62
ITM12234,Pharma,82.93,1.95,1.37,0.77
ITM12235,Apparel,188.58,0.78,0.9,0.62
ITM12236,Pharma,196.25,1.26,0.22,0.27
ITM12237,Pharma,169.58,2.35,1.6,0.64
ITM12238,Apparel,198.18,2.82,1.82,0.78
ITM12239,Groceries,60.49,1.48,1.07,0.22
ITM12240,Electronics,170.16,3.8,1.11,0.84
ITM12241,Automotive,87.26,3.16,0.87,0.6
ITM12242,Pharma,151.77,3.61,1.73,0.1
ITM12243,Automotive,48.26,3.8,0.13,0.57
ITM12244,Apparel,164.27,3.77,1.29,0.46
ITM12245,Automotive,25.86,4.71,1.82,0.37
ITM12246,Apparel,61.41,1.57,0.3,0.79
ITM12247,Automotive,166.17,1.72,1.92,0.91
ITM12248,Electronics,151.96,0.92,1.94,0.79
ITM12249,Electronics,105.24,3.17,1.87,0.86
ITM12250,Electronics,137.83,2.28,0.98,0.92
ITM12251,Electronics,45.26,2.73,0.83,0.92
ITM12252,Electronics,136.88,1.26,1.44,0.2
ITM12253,Electronics,11.52,3.42,0.71,0.51
ITM12254,Apparel,168.31,3.29,0.23,0.1
ITM12255,Pharma,108.09,1.69,1.81,0.56
ITM12256,Automotive,189.34,2.59,1.31,0.93
ITM12257,Electronics,100.85,4.52,0.49,0.28
ITM12258,Apparel,92.29,3.98,0.13,0.68
ITM12259,Apparel,95.51,1.52,1.47,0.68
ITM12260,Apparel,78.35,4.45,1.72,0.24
ITM12261,Pharma,41.67,0.8,0.87,0.31
ITM12262,Automotive,169.99,2.36,0.25,0.52
ITM12263,Pharma,83.93,0.86,1.33,0.27
ITM12264,Groceries,110.53,4.66,0.66,0.63
ITM12265,Apparel,13.78,0.68,0.37,0.54
ITM12266,Groceries,21.45,1.18,1.07,0.57
ITM12267,Electronics,123.46,4.62,1.02,0.22
ITM12268,Electronics,177.05,3.12,1.08,0.57
ITM12269,Pharma,103.75,4.08,1.67,0.14
ITM12270,Automotive,41.35,0.57,1.02,0.89
ITM12271,Groceries,32.06,2.39,1.81,0.41
ITM12272,Automotive,180.96,4.93,1.7,0.87
ITM12273,Pharma,143.31,3.11,1.34,0.73
ITM12274,Electronics,193.58,4.32,0.21,0.79
ITM12275,Automotive,25.65,4.84,1.74,0.38
ITM12276,Automotive,181.5,3.58,1.82,0.3
ITM12277,Electronics,170.67,1.97,0.81,0.47
ITM12278,Groceries,179.71,1.89,1.1,0.12
ITM12279,Electronics,11.09,0.82,0.63,0.93
ITM12280,Automotive,150.96,2.42,0.13,0.45
ITM12281,Groceries,114.3,4.62,1.01,0.99
ITM12282,Groceries,118.9,2.65,0.35,0.79
ITM12283,Electronics,99.15,4.6,0.45,0.17
ITM12284,Automotive,151.11,4.18,1.01,0.69
ITM12285,Pharma,199.97,4.93,1.75,0.34
ITM12286,Automotive,145.0,4.76,1.7,0.32
ITM12287,Apparel,138.83,3.68,1.93,0.33
ITM12288,Pharma,134.34,4.42,1.02,0.92
ITM12289,Groceries,142.09,3.87,1.15,0.55
ITM12290,Pharma,75.0,3.67,1.66,0.7
ITM12291,Groceries,70.84,3.72,1.43,0.35
ITM12292,Groceries,159.02,3.74,0.45,0.57
ITM12293,Pharma,20.09,2.21,0.86,0.42
ITM12294,Groceries,154.26,2.41,1.87,0.39
ITM12295,Groceries,164.63,1.82,0.38,0.32
ITM12296,Apparel,109.1,1.17,0.5,0.47
ITM12297,Automotive,182.93,2.56,0.86,0.69
ITM12298,Automotive,99.89,4.55,1.89,0.3
ITM12299,Apparel,43.84,3.43,0.32,0.97
ITM12300,Pharma,78.67,0.75,1.38,0.21
ITM12301,Electronics,182.11,4.15,0.35,0.53
ITM12302,Electronics,198.81,4.71,1.1,0.18
ITM12303,Electronics,90.15,4.23,1.12,0.12
ITM12304,Apparel,41.7,3.77,0.18,0.93
ITM12305,Apparel,64.4,1.18,1.91,0.83
ITM12306,Groceries,115.13,2.07,1.63,0.72
ITM12307,Electronics,118.7,3.04,0.68,0.88
ITM12308,Pharma,129.71,0.85,0.35,0.82
ITM12309,Pharma,168.72,0.98,0.76,0.68
ITM12310,Electronics,145.13,4.7,1.8,0.86
ITM12311,Electronics,59.56,3.66,0.35,0.45
ITM12312,Electronics,85.06,1.74,0.76,0.6
ITM12313,Apparel,169.57,1.97,1.04,0.8
ITM12314,Apparel,130.34,2.23,0.16,0.18
ITM12315,Apparel,41.62,0.84,0.61,0.87
ITM12316,Automotive,71.85,3.83,1.23,0.24
ITM12317,Pharma,160.31,1.3,0.72,0.88
ITM12318,Pharma,42.7,4.12,1.75,0.38
ITM12319,Groceries,141.3,4.31,1.88,0.39
ITM12320,Apparel,117.07,3.37,0.94,0.17
ITM12321,Automotive,38.02,3.96,1.11,0.9
ITM12322,Automotive,140.89,1.27,1.3,0.26
ITM12323,Pharma,37.05,3.09,1.36,0.67
ITM12324,Apparel,85.7,3.55,0.22,0.68
ITM12325,Groceries,68.63,3.48,0.2,0.35
ITM12326,Apparel,141.1,1.03,1.74,0.99
ITM12327,Electronics,158.65,2.05,0.52,0.16
ITM12328,Apparel,41.98,1.96,1.21,0.65
ITM12329,Electronics,164.28,3.08,1.29,0.53
ITM12330,Electronics,11.37,3.94,0.41,0.32
ITM12331,Groceries,110.71,3.07,1.55,0.25
ITM12332,Pharma,108.19,3.9,1.75,0.76
ITM12333,Apparel,128.53,0.95,0.64,0.92
ITM12334,Electronics,55.54,4.45,1.77,0.2
ITM12335,Apparel,11.87,2.91,0.25,0.27
ITM12336,Pharma,96.4,0.67,1.62,0.99
ITM12337,Pharma,23.57,3.39,1.32,0.11
ITM12338,Automotive,179.52,2.83,1.21,0.56
ITM12339,Pharma,43.0,1.49,0.54,0.56
ITM12340,Groceries,90.79,3.94,0.79,0.34
ITM12341,Electronics,92.46,4.7,1.83,0.7
ITM12342,Automotive,115.04,1.95,0.98,0.95
ITM12343,Groceries,158.68,2.72,1.23,0.51
ITM12344,Apparel,99.71,1.08,1.88,0.77
ITM12345,Electronics,14.89,4.68,0.99,0.68
ITM12346,Pharma,156.51,1.93,0.84,0.53
ITM12347,Electronics,25.61,1.38,1.8,0.14
ITM12348,Apparel,131.9,2.65,1.83,0.77
ITM12349,Automotive,162.65,0.69,0.77,0.43
ITM12350,Automotive,63.71,1.64,1.22,0.3
ITM12351,Automotive,95.33,0.8,1.93,0.95
ITM12352,Pharma,12.72,1.07,0.21,0.8
ITM12353,Groceries,162.74,1.0,0.18,0.97
ITM12354,Groceries,143.62,4.43,1.08,0.33
ITM12355,Electronics,53.96,4.69,0.65,0.85
ITM12356,Pharma,84.14,2.64,1.21,0.65
ITM12357,Automotive,142.11,3.34,1.48,0.98
ITM12358,Automotive,78.05,3.63,0.23,0.95
ITM12359,Apparel,40.86,2.26,1.78,0.98
ITM12360,Apparel,108.52,2.17,0.63,0.96
ITM12361,Automotive,147.48,3.54,0.82,0.11
ITM12362,Automotive,70.95,2.2,0.74,0.77
ITM12363,Pharma,33.14,3.11,1.7,0.34
ITM12364,Groceries,167.61,2.82,0.42,0.73
ITM12365,Apparel,58.03,2.86,0.15,0.98
ITM12366,Groceries,107.43,4.23,1.95,0.14
ITM12367,Pharma,141.36,3.67,1.96,0.61
ITM12368,Automotive,70.24,4.82,0.59,0.76
ITM12369,Groceries,133.24,4.06,0.12,0.33
ITM12370,Automotive,97.34,1.16,1.33,0.3
ITM12371,Automotive,118.38,3.82,1.33,0.15
ITM12372,Electronics,122.21,3.5,1.89,0.18
ITM12373,Groceries,166.59,3.41,0.67,0.69
ITM12374,Groceries,134.7,2.66,0.46,0.55
ITM12375,Automotive,60.22,0.78,1.27,0.13
ITM12376,Pharma,21.32,4.78,1.17,0.97
ITM12377,Electronics,10.38,4.33,1.46,0.69
ITM12378,Automotive,181.84,2.69,1.78,0.56
ITM12379,Apparel,189.0,1.21,1.16,0.35
ITM12380,Apparel,27.88,4.21,0.39,0.69
ITM12381,Electronics,102.54,2.44,1.24,0.43
ITM12382,Pharma,38.8,2.26,0.81,0.73
ITM12383,Automotive,190.26,3.49,0.96,0.71
ITM12384,Groceries,56.9,3.91,1.92,0.18
ITM12385,Electronics,105.31,0.78,1.15,0.92
ITM12386,Pharma,41.47,3.95,0.38,0.54
ITM12387,Groceries,73.22,3.8,0.94,0.45
ITM12388,Apparel,60.69,3.15,0.53,0.96
ITM12389,Apparel,100.33,2.02,0.36,0.49
ITM12390,Groceries,89.76,1.24,1.45,0.75
ITM12391,Electronics,72.85,0.96,1.29,0.69
ITM12392,Apparel,30.12,0.51,1.05,0.25
ITM12393,Automotive,102.05,1.43,0.9,0.99
ITM12394,Groceries,171.54,2.35,0.71,0.52
ITM12395,Groceries,148.74,1.6,0.27,0.46
ITM12396,Apparel,146.91,1.89,0.67,0.93
ITM12397,Electronics,79.56,2.26,1.69,0.58
ITM12398,Automotive,144.6,1.89,1.59,0.73
ITM12399,Electronics,98.45,3.76,1.95,0.86
ITM12400,Pharma,38.55,2.71,1.35,0.31
ITM12401,Pharma,89.62,0.59,1.15,0.25
ITM12402,Apparel,35.22,1.52,0.66,0.16
ITM12403,Apparel,31.75,3.69,0.25,0.91
ITM12404,Apparel,14.38,1.85,1.27,0.28
ITM12405,Pharma,63.74,4.64,1.03,0.38
ITM12406,Electronics,72.87,3.71,1.54,0.36
ITM12407,Electronics,142.89,1.8,0.88,0.37
ITM12408,Apparel,112.22,2.82,1.97,0.7
ITM12409,Automotive,173.11,3.5,0.86,0.96
ITM12410,Electronics,43.53,1.37,0.73,0.4
ITM12411,Pharma,60.53,1.61,1.75,0.47
ITM12412,Groceries,188.8,2.78,0.85,0.79
ITM12413,Groceries,94.37,4.66,1.75,0.49
ITM12414,Groceries,159.92,2.05,0.15,0.93
ITM12415,Automotive,103.51,2.31,1.42,0.55
ITM12416,Apparel,99.51,1.36,0.24,0.41
ITM12417,Pharma,38.14,3.17,0.38,0.97
ITM12418,Automotive,171.73,3.83,1.43,0.48
ITM12419,Pharma,24.89,2.48,0.65,0.31
ITM12420,Pharma,68.95,3.88,0.5,0.26
ITM12421,Apparel,137.96,1.86,1.62,1.0
ITM12422,Groceries,106.38,3.68,1.9,0.78
ITM12423,Apparel,177.46,1.66,0.54,0.47
ITM12424,Automotive,17.47,4.01,0.7,0.84
ITM12425,Automotive,133.39,4.24,1.46,0.59
ITM12426,Automotive,100.72,4.09,1.65,0.39
ITM12427,Apparel,39.32,1.47,2.0,0.77
ITM12428,Pharma,151.22,3.62,0.62,0.77
ITM12429,Pharma,88.15,2.92,1.16,0.55
ITM12430,Electronics,111.0,4.94,0.35,0.14
ITM12431,Automotive,193.78,2.13,0.73,0.17
ITM12432,Pharma,102.38,3.97,0.19,0.81
ITM12433,Electronics,166.44,2.17,0.5,0.84
ITM12434,Pharma,156.22,2.29,1.06,0.71
ITM12435,Automotive,135.92,1.0,0.41,0.86
ITM12436,Groceries,180.39,1.58,1.79,0.75
ITM12437,Automotive,57.8,1.24,1.45,0.91
ITM12438,Apparel,165.95,1.22,0.15,0.24
ITM12439,Pharma,81.78,0.54,1.77,0.45
ITM12440,Pharma,164.37,4.07,1.96,0.52
ITM12441,Apparel,103.82,2.61,1.05,0.37
ITM12442,Apparel,172.96,4.12,0.7,0.75
ITM12443,Groceries,180.02,3.26,0.6,0.92
ITM12444,Pharma,123.55,4.24,0.27,0.47
ITM12445,Pharma,106.45,2.77,1.03,0.95
ITM12446,Groceries,158.82,0.92,0.2,0.57
ITM12447,Electronics,60.73,3.28,1.06,0.57
ITM12448,Groceries,12.92,3.55,0.58,0.64
ITM12449,Automotive,87.35,3.32,1.01,0.34
ITM12450,Pharma,106.48,4.11,0.89,0.45
ITM12451,Apparel,66.48,3.79,0.68,0.6
ITM12452,Automotive,82.84,2.45,0.95,0.95
ITM12453,Pharma,35.28,4.19,1.0,0.68
ITM12454,Groceries,62.69,3.61,1.68,0.4
ITM12455,Automotive,55.62,1.04,1.36,0.11
ITM12456,Pharma,67.19,2.93,0.92,0.98
ITM12457,Electronics,66.82,3.78,1.82,0.54
ITM12458,Electronics,116.2,2.99,1.54,0.94
ITM12459,Apparel,57.61,4.77,0.24,0.59
ITM12460,Pharma,188.78,0.96,0.39,0.64
ITM12461,Electronics,107.14,3.75,0.26,0.74
ITM12462,Groceries,34.5,4.21,0.71,0.39
ITM12463,Pharma,63.13,3.66,0.93,0.73
ITM12464,Groceries,148.65,2.24,1.06,0.57
ITM12465,Groceries,12.6,2.23,1.72,0.71
ITM12466,Electronics,188.19,3.14,0.13,0.85
ITM12467,Pharma,94.58,2.29,0.91,0.27
ITM12468,Automotive,109.01,4.47,0.88,0.65
ITM12469,Electronics,197.8,0.99,1.9,0.15
ITM12470,Electronics,105.65,3.38,0.56,0.19
ITM12471,Pharma,190.07,1.1,0.33,0.71
ITM12472,Pharma,183.89,2.93,0.37,0.16
ITM12473,Groceries,188.85,3.72,1.09,0.64
ITM12474,Pharma,164.35,1.24,0.84,0.3
ITM12475,Groceries,66.32,3.67,1.53,0.37
ITM12476,Electronics,75.81,1.13,0.71,0.22
ITM12477,Apparel,79.35,3.29,0.34,0.32
ITM12478,Automotive,196.04,2.77,0.84,0.84
ITM12479,Electronics,78.54,1.84,1.78,0.67
ITM12480,Pharma,30.65,1.0,0.87,0.95
ITM12481,Automotive,157.88,3.81,1.68,0.14
ITM12482,Apparel,79.55,2.22,0.81,0.81
ITM12483,Apparel,127.98,0.89,0.63,0.73
ITM12484,Groceries,185.63,3.98,1.57,0.33
ITM12485,Automotive,119.35,1.55,0.5,0.76
ITM12486,Groceries,131.16,3.81,0.54,0.74
ITM12487,Electronics,132.14,3.04,0.19,0.51
ITM12488,Automotive,126.36,1.38,0.46,0.72
ITM12489,Electronics,40.36,0.84,0.82,0.5
ITM12490,Groceries,96.72,3.17,0.86,0.4
ITM12491,Automotive,11.46,0.61,0.9,0.52
ITM12492,Groceries,128.99,0.79,1.01,0.91
ITM12493,Automotive,119.32,3.66,1.19,0.45
ITM12494,Groceries,70.45,2.92,0.46,0.46
ITM12495,Apparel,109.54,1.97,1.27,0.65
ITM12496,Groceries,103.68,2.93,0.74,0.78
ITM12497,Apparel,57.67,3.16,1.49,0.76
ITM12498,Groceries,65.72,3.04,1.16,0.12
ITM12499,Automotive,154.88,3.39,1.15,0.72
ITM12500,Automotive,153.59,4.73,1.4,0.51
ITM12501,Automotive,99.26,2.25,0.73,0.57
ITM12502,Pharma,146.33,1.86,0.92,0.61
ITM12503,Electronics,95.65,0.67,1.21,0.76
ITM12504,Automotive,171.76,1.16,0.9,0.85
ITM12505,Apparel,73.23,0.98,0.94,0.68
ITM12506,Automotive,186.19,2.01,0.62,0.61
ITM12507,Pharma,113.03,3.24,0.65,0.44
ITM12508,Apparel,111.78,0.71,1.43,0.22
ITM12509,Pharma,137.45,3.77,0.11,0.96
ITM12510,Apparel,74.76,2.29,0.28,0.52
ITM12511,Groceries,147.62,4.84,1.9,0.61
ITM12512,Electronics,70.88,3.06,0.46,0.78
ITM12513,Electronics,85.53,3.97,0.89,0.16
ITM12514,Pharma,138.19,4.38,1.71,0.87
ITM12515,Electronics,81.91,4.5,0.1,0.82
ITM12516,Pharma,48.0,2.83,1.86,0.8
ITM12517,Pharma,175.66,2.29,0.2,0.12
ITM12518,Pharma,185.21,3.02,0.42,0.57
ITM12519,Electronics,129.08,2.31,0.16,0.15
ITM12520,Pharma,164.12,1.58,1.09,0.6
ITM12521,Electronics,197.46,1.96,1.89,0.75
ITM12522,Pharma,126.81,1.55,1.69,0.21
ITM12523,Automotive,182.67,1.71,1.32,0.73
ITM12524,Pharma,78.26,0.92,0.45,0.5
ITM12525,Apparel,143.09,2.42,1.75,0.83
ITM12526,Pharma,20.6,1.56,1.53,0.58
ITM12527,Groceries,159.9,2.52,0.61,0.4
ITM12528,Pharma,167.66,4.06,1.63,0.4
ITM12529,Apparel,86.22,2.52,1.77,0.91
ITM12530,Apparel,131.4,4.8,1.43,0.51
ITM12531,Electronics,173.09,1.17,0.29,0.47
ITM12532,Automotive,177.89,4.33,1.97,0.14
ITM12533,Pharma,30.24,1.62,0.24,0.43
ITM12534,Electronics,167.22,4.7,1.34,0.86
ITM12535,Automotive,62.11,1.52,0.31,0.78
ITM12536,Pharma,148.19,3.86,1.82,0.3
ITM12537,Groceries,71.78,0.78,0.76,0.47
ITM12538,Pharma,20.7,3.33,1.07,0.28
ITM12539,Apparel,49.88,1.48,0.44,0.96
ITM12540,Apparel,87.65,3.52,1.14,0.64
ITM12541,Groceries,150.83,3.36,1.88,0.78
ITM12542,Electronics,29.13,4.66,1.81,0.74
ITM12543,Automotive,164.46,3.32,0.22,0.89
ITM12544,Pharma,199.42,2.34,0.82,0.95
ITM12545,Apparel,159.77,1.37,0.61,0.13
ITM12546,Electronics,100.01,3.46,1.01,0.98
ITM12547,Groceries,117.95,1.02,1.68,0.88
ITM12548,Apparel,11.17,4.23,1.5,0.44
ITM12549,Groceries,49.76,1.61,0.75,0.85
ITM12550,Pharma,180.81,2.86,0.83,0.76
ITM12551,Automotive,14.13,3.18,1.34,0.81
ITM12552,Apparel,181.91,2.13,0.47,0.3
ITM12553,Apparel,31.52,3.49,0.3,0.68
ITM12554,Pharma,35.28,1.63,0.56,0.12
ITM12555,Electronics,43.32,0.66,0.34,0.86
ITM12556,Automotive,161.88,4.82,0.77,0.96
ITM12557,Apparel,100.86,1.94,1.88,0.7
ITM12558,Automotive,37.59,3.71,0.33,0.56
ITM12559,Apparel,140.49,2.78,1.65,0.75
ITM12560,Automotive,188.73,3.51,1.12,0.39
ITM12561,Groceries,118.77,1.0,1.3,0.66
ITM12562,Apparel,28.75,2.83,0.42,0.75
ITM12563,Automotive,20.4,2.26,0.39,0.23
ITM12564,Electronics,161.22,2.53,0.41,0.23
ITM12565,Groceries,128.96,4.85,1.37,0.74
ITM12566,Groceries,185.3,1.11,1.52,0.49
ITM12567,Electronics,113.98,3.9,1.85,0.9
ITM12568,Automotive,21.86,1.99,0.86,0.38
ITM12569,Pharma,86.7,1.81,0.98,0.14
ITM12570,Electronics,135.02,1.72,0.99,0.68
ITM12571,Automotive,83.13,2.07,0.61,0.72
ITM12572,Electronics,199.92,2.11,0.72,0.6
ITM12573,Electronics,87.02,1.72,1.71,0.71
ITM12574,Apparel,113.78,3.5,0.75,0.57
ITM12575,Automotive,52.82,0.71,1.75,0.72
ITM12576,Pharma,38.91,2.0,0.68,0.14
ITM12577,Apparel,132.61,1.76,0.75,0.43
ITM12578,Electronics,121.84,3.88,1.16,0.29
